Time,UNIX_time_ms,RSSI,RSSI2,RSSI3,Lux,Acc_x,Acc_y,Acc_z,Temperature,nodeId
2017-08-14 14:32:17.771,1502713937771,54,62,38,148,-1055,-32,119,2432,22
2017-08-14 14:32:18.453,1502713938453,42,60,42,198,-1090,-60,149,2400,3
2017-08-14 14:32:18.470,1502713938470,60,47,41,177,-1077,-4,114,2431,4
2017-08-14 14:32:18.487,1502713938487,65,51,41,100,-1093,-51,102,2362,6
2017-08-14 14:32:18.505,1502713938505,53,65,44,93,-1056,-55,127,2362,5
2017-08-14 14:32:18.534,1502713938534,55,67,32,82,-1007,27,172,2369,7
2017-08-14 14:32:18.550,1502713938550,46,54,39,134,-1046,-50,79,2290,11
2017-08-14 14:32:18.569,1502713938569,57,64,47,102,-1087,-63,109,2392,10
2017-08-14 14:32:18.586,1502713938586,73,59,46,131,-1035,-20,76,2443,12
2017-08-14 14:32:18.670,1502713938670,63,55,48,171,-1055,-54,61,2379,14
2017-08-14 14:32:18.692,1502713938692,39,59,34,183,-1098,-42,130,2423,15
2017-08-14 14:32:18.709,1502713938709,61,45,46,208,-1039,55,76,2518,19
2017-08-14 14:32:18.726,1502713938726,53,63,40,134,-1056,-38,125,2346,18
2017-08-14 14:32:18.793,1502713938793,52,55,39,121,-1071,5,121,2369,20
2017-08-14 14:32:18.813,1502713938813,57,53,40,177,-1061,-41,103,2391,21
2017-08-14 14:32:18.832,1502713938832,53,61,38,148,-1054,-30,116,2458,22
2017-08-14 14:32:19.513,1502713939513,42,61,42,200,-1090,-66,157,2400,3
2017-08-14 14:32:19.535,1502713939535,60,50,41,177,-1075,-9,110,2450,4
2017-08-14 14:32:19.551,1502713939551,52,65,44,93,-1058,-54,114,2336,5
2017-08-14 14:32:19.571,1502713939571,65,51,41,100,-1090,-51,98,2362,6
2017-08-14 14:32:19.597,1502713939597,54,67,32,81,-1010,29,177,2382,7
2017-08-14 14:32:19.613,1502713939613,47,53,39,135,-1051,-54,78,2290,11
2017-08-14 14:32:19.630,1502713939630,73,59,46,131,-1034,-19,69,2443,12
2017-08-14 14:32:19.650,1502713939650,57,63,48,100,-1077,-59,108,2457,10
2017-08-14 14:32:19.736,1502713939736,63,53,49,171,-1058,-50,61,2366,14
2017-08-14 14:32:19.756,1502713939756,41,59,35,183,-1091,-42,126,2403,15
2017-08-14 14:32:19.773,1502713939773,54,61,36,146,-1104,-54,130,2409,17
2017-08-14 14:32:19.791,1502713939791,60,47,47,208,-1045,55,66,2498,19
2017-08-14 14:32:19.810,1502713939810,54,63,40,134,-1055,-35,126,2366,18
2017-08-14 14:32:19.860,1502713939860,53,55,40,121,-1069,4,121,2369,20
2017-08-14 14:32:19.878,1502713939878,57,53,40,177,-1058,-42,105,2404,21
2017-08-14 14:32:19.895,1502713939895,53,60,39,148,-1053,-38,117,2432,22
2017-08-14 14:32:20.576,1502713940576,42,61,41,200,-1088,-59,149,2374,3
2017-08-14 14:32:20.598,1502713940598,60,51,41,177,-1079,-4,121,2424,4
2017-08-14 14:32:20.614,1502713940614,52,65,44,93,-1051,-52,125,2362,5
2017-08-14 14:32:20.632,1502713940632,64,51,42,100,-1094,-54,102,2382,6
2017-08-14 14:32:20.657,1502713940657,54,66,34,81,-1012,29,182,2356,7
2017-08-14 14:32:20.675,1502713940675,73,59,46,131,-1038,-18,70,2443,12
2017-08-14 14:32:20.696,1502713940696,57,64,47,100,-1090,-55,116,2437,10
2017-08-14 14:32:20.796,1502713940796,62,53,48,171,-1050,-51,57,2379,14
2017-08-14 14:32:20.819,1502713940819,41,59,33,183,-1094,-42,125,2397,15
2017-08-14 14:32:20.836,1502713940836,60,48,46,208,-1038,55,69,2518,19
2017-08-14 14:32:20.918,1502713940918,53,55,40,121,-1071,9,126,2369,20
2017-08-14 14:32:20.938,1502713940938,57,52,42,177,-1062,-42,102,2404,21
2017-08-14 14:32:20.956,1502713940956,52,60,38,148,-1051,-33,124,2445,22
2017-08-14 14:32:21.637,1502713941637,46,61,42,200,-1090,-59,148,2400,3
2017-08-14 14:32:21.657,1502713941657,60,53,41,177,-1080,-3,119,2424,4
2017-08-14 14:32:21.676,1502713941676,64,51,42,100,-1093,-44,105,2362,6
2017-08-14 14:32:21.694,1502713941694,54,64,43,95,-1054,-49,117,2362,5
2017-08-14 14:32:21.717,1502713941717,56,67,34,82,-1019,29,185,2401,7
2017-08-14 14:32:21.735,1502713941735,73,58,46,131,-1045,-19,73,2443,12
2017-08-14 14:32:21.753,1502713941753,47,55,37,135,-1051,-52,89,2290,11
2017-08-14 14:32:21.857,1502713941857,62,53,49,171,-1053,-51,50,2385,14
2017-08-14 14:32:21.876,1502713941876,41,60,32,184,-1099,-43,126,2423,15
2017-08-14 14:32:21.893,1502713941893,55,64,41,134,-1054,-39,130,2340,18
2017-08-14 14:32:21.911,1502713941911,51,63,38,146,-1099,-58,133,2402,17
2017-08-14 14:32:21.930,1502713941930,60,42,45,208,-1038,58,74,2518,19
2017-08-14 14:32:21.979,1502713941979,52,58,39,121,-1071,10,130,2362,20
2017-08-14 14:32:21.999,1502713941999,57,52,42,177,-1061,-42,102,2404,21
2017-08-14 14:32:22.016,1502713942016,54,62,37,148,-1048,-34,119,2478,22
2017-08-14 14:32:22.697,1502713942697,42,61,41,200,-1090,-60,153,2393,3
2017-08-14 14:32:22.720,1502713942720,60,51,42,177,-1079,-4,110,2411,4
2017-08-14 14:32:22.738,1502713942738,54,66,42,94,-1053,-58,124,2355,5
2017-08-14 14:32:22.756,1502713942756,64,51,42,99,-1094,-44,100,2362,6
2017-08-14 14:32:22.773,1502713942773,46,49,42,135,-1054,-50,77,2245,11
2017-08-14 14:32:22.791,1502713942791,54,67,36,84,-1015,30,178,2375,7
2017-08-14 14:32:22.808,1502713942808,73,59,46,131,-1038,-22,77,2424,12
2017-08-14 14:32:22.827,1502713942827,59,64,47,99,-1082,-58,102,2418,10
2017-08-14 14:32:22.916,1502713942916,63,54,49,170,-1055,-51,60,2359,14
2017-08-14 14:32:22.941,1502713942941,34,59,36,184,-1094,-38,133,2397,15
2017-08-14 14:32:22.959,1502713942959,61,42,46,207,-1042,60,63,2498,19
2017-08-14 14:32:22.976,1502713942976,53,61,35,146,-1102,-59,133,2402,17
2017-08-14 14:32:22.996,1502713942996,52,62,42,134,-1056,-35,126,2372,18
2017-08-14 14:32:23.041,1502713943041,52,58,40,120,-1071,7,124,2369,20
2017-08-14 14:32:23.061,1502713943061,57,44,41,177,-1062,-39,102,2404,21
2017-08-14 14:32:23.077,1502713943077,53,60,36,147,-1048,-38,125,2432,22
2017-08-14 14:32:23.762,1502713943762,46,57,37,200,-1086,-59,149,2393,3
2017-08-14 14:32:23.782,1502713943782,61,49,42,177,-1079,-2,116,2444,4
2017-08-14 14:32:23.801,1502713943801,45,69,47,86,-1047,-54,121,2336,5
2017-08-14 14:32:23.823,1502713943823,65,51,42,99,-1094,-47,108,2349,6
2017-08-14 14:32:23.839,1502713943839,73,56,46,131,-1036,-19,74,2443,12
2017-08-14 14:32:23.855,1502713943855,57,71,46,86,-1086,-52,110,2450,10
2017-08-14 14:32:23.871,1502713943871,47,42,40,133,-1053,-58,78,2271,11
2017-08-14 14:32:23.891,1502713943891,56,66,37,77,-1014,33,182,2356,7
2017-08-14 14:32:23.981,1502713943981,63,54,48,171,-1051,-51,54,2385,14
2017-08-14 14:32:24.002,1502713944002,37,60,29,182,-1095,-42,123,2397,15
2017-08-14 14:32:24.018,1502713944018,60,42,45,208,-1038,60,66,2518,19
2017-08-14 14:32:24.035,1502713944035,52,58,37,145,-1102,-59,134,2409,17
2017-08-14 14:32:24.104,1502713944104,53,54,41,121,-1070,5,127,2369,20
2017-08-14 14:32:24.123,1502713944123,57,48,42,177,-1062,-38,94,2365,21
2017-08-14 14:32:24.143,1502713944143,53,59,39,147,-1055,-27,122,2445,22
2017-08-14 14:32:24.824,1502713944824,45,60,39,200,-1090,-59,149,2400,3
2017-08-14 14:32:24.842,1502713944842,61,35,42,178,-1079,-7,113,2424,4
2017-08-14 14:32:24.862,1502713944862,65,48,42,100,-1091,-51,94,2349,6
2017-08-14 14:32:24.906,1502713944906,54,68,31,77,-1011,29,178,2356,7
2017-08-14 14:32:24.934,1502713944934,73,57,45,132,-1039,-18,70,2430,12
2017-08-14 14:32:24.953,1502713944953,44,54,39,134,-1047,-51,66,2297,11
2017-08-14 14:32:24.973,1502713944973,56,62,44,72,-1090,-52,103,2444,10
2017-08-14 14:32:25.040,1502713945040,63,53,48,171,-1054,-52,62,2379,14
2017-08-14 14:32:25.065,1502713945065,35,59,27,183,-1099,-38,130,2397,15
2017-08-14 14:32:25.082,1502713945082,60,49,46,208,-1042,54,69,2518,19
2017-08-14 14:32:25.100,1502713945100,53,61,37,145,-1104,-59,132,2402,17
2017-08-14 14:32:25.167,1502713945167,53,53,40,121,-1067,5,124,2369,20
