Time,UNIX_time_ms,RSSI,RSSI2,RSSI3,Lux,Acc_x,Acc_y,Acc_z,Temperature,nodeId
2017-08-14 12:53:23.963,1502708003963,73,58,43,112,-1079,1,114,2411,4
2017-08-14 12:53:23.981,1502708003981,66,48,39,92,-1094,-50,98,2356,6
2017-08-14 12:53:24.011,1502708004011,58,64,41,116,-1056,-535,78,2443,12
2017-08-14 12:53:24.030,1502708004030,52,62,27,143,-1043,-54,73,2323,11
2017-08-14 12:53:24.047,1502708004047,46,55,45,169,-1033,33,93,2443,9
2017-08-14 12:53:24.067,1502708004067,44,57,38,159,-1085,-83,110,2437,10
2017-08-14 12:53:24.162,1502708004162,53,52,32,136,-1051,-51,69,2366,14
2017-08-14 12:53:24.183,1502708004183,61,50,42,227,-1099,-38,117,2442,15
2017-08-14 12:53:24.201,1502708004201,63,54,49,151,-1102,-57,132,2409,17
2017-08-14 12:53:24.221,1502708004221,53,67,40,86,-1045,65,70,2472,19
2017-08-14 12:53:24.285,1502708004285,51,57,43,115,-1072,5,121,2388,20
2017-08-14 12:53:24.303,1502708004303,62,48,38,170,-1067,-51,98,2417,21
2017-08-14 12:53:24.322,1502708004322,54,65,42,86,-1050,-31,114,2484,22
2017-08-14 12:53:25.003,1502708005003,54,63,45,141,-1087,-52,149,2341,3
2017-08-14 12:53:25.026,1502708005026,74,58,43,112,-1079,-3,116,2424,4
2017-08-14 12:53:25.046,1502708005046,55,60,40,148,-1056,-52,121,2342,5
2017-08-14 12:53:25.066,1502708005066,66,49,40,92,-1094,-51,93,2401,6
2017-08-14 12:53:25.084,1502708005084,56,67,38,83,-1014,29,174,2382,7
2017-08-14 12:53:25.103,1502708005103,53,62,21,142,-1054,-51,83,2323,11
2017-08-14 12:53:25.121,1502708005121,58,63,41,101,-1035,-20,78,2443,12
2017-08-14 12:53:25.226,1502708005226,53,49,29,136,-1054,-50,62,2359,14
2017-08-14 12:53:25.247,1502708005247,60,50,43,227,-1102,-41,117,2436,15
2017-08-14 12:53:25.266,1502708005266,63,53,50,151,-1107,-54,126,2409,17
2017-08-14 12:53:25.282,1502708005282,52,66,41,86,-1042,68,71,2472,19
2017-08-14 12:53:25.300,1502708005300,59,45,43,168,-1054,-38,132,2392,18
2017-08-14 12:53:25.348,1502708005348,51,57,42,115,-1072,5,124,2369,20
2017-08-14 12:53:25.367,1502708005367,62,47,39,170,-1063,-51,103,2443,21
2017-08-14 12:53:25.383,1502708005383,54,66,41,87,-1048,-31,117,2465,22
2017-08-14 12:53:26.065,1502708006065,54,62,46,141,-1090,-54,142,2341,3
2017-08-14 12:53:26.086,1502708006086,73,57,42,112,-1079,1,117,2424,4
2017-08-14 12:53:26.104,1502708006104,55,60,40,148,-1059,-51,124,2362,5
2017-08-14 12:53:26.121,1502708006121,66,51,40,92,-1091,-54,101,2356,6
2017-08-14 12:53:26.148,1502708006148,55,67,37,83,-1016,30,177,2369,7
2017-08-14 12:53:26.166,1502708006166,55,63,21,142,-1049,-54,80,2303,11
2017-08-14 12:53:26.182,1502708006182,43,58,36,159,-1090,-78,121,2437,10
2017-08-14 12:53:26.199,1502708006199,41,56,46,168,-1030,37,93,2436,9
2017-08-14 12:53:26.218,1502708006218,58,63,42,101,-1037,-19,74,2450,12
2017-08-14 12:53:26.285,1502708006285,52,50,29,136,-1055,-54,60,2359,14
2017-08-14 12:53:26.308,1502708006308,61,47,43,226,-1095,-35,121,2436,15
2017-08-14 12:53:26.329,1502708006329,61,55,48,150,-1106,-54,126,2409,17
2017-08-14 12:53:26.410,1502708006410,51,57,41,115,-1070,9,125,2356,20
2017-08-14 12:53:26.429,1502708006429,62,46,41,170,-1063,-54,95,2423,21
2017-08-14 12:53:26.446,1502708006446,53,66,40,87,-1047,-27,117,2478,22
2017-08-14 12:53:27.124,1502708007124,54,62,46,141,-1094,-51,149,2367,3
2017-08-14 12:53:27.148,1502708007148,74,57,42,112,-1079,1,111,2392,4
2017-08-14 12:53:27.165,1502708007165,66,51,39,92,-1094,-51,95,2362,6
2017-08-14 12:53:27.183,1502708007183,55,59,39,148,-1061,-42,121,2355,5
2017-08-14 12:53:27.209,1502708007209,54,67,36,83,-1015,33,175,2356,7
2017-08-14 12:53:27.226,1502708007226,58,63,42,101,-1030,-22,78,2456,12
2017-08-14 12:53:27.245,1502708007245,41,55,46,168,-1026,37,93,2436,9
2017-08-14 12:53:27.261,1502708007261,54,62,22,142,-1048,-51,77,2297,11
2017-08-14 12:53:27.347,1502708007347,52,49,30,136,-1054,-57,68,2385,14
2017-08-14 12:53:27.366,1502708007366,61,48,43,226,-1099,-42,127,2423,15
2017-08-14 12:53:27.384,1502708007384,50,66,42,86,-1040,61,70,2472,19
2017-08-14 12:53:27.401,1502708007401,59,46,43,168,-1058,-38,126,2392,18
2017-08-14 12:53:27.419,1502708007419,63,53,48,150,-1102,-58,125,2402,17
2017-08-14 12:53:27.471,1502708007471,52,58,41,115,-1071,5,126,2362,20
2017-08-14 12:53:27.489,1502708007489,62,47,40,170,-1058,-47,110,2436,21
2017-08-14 12:53:27.506,1502708007506,53,65,40,87,-1051,-33,124,2478,22
2017-08-14 12:53:28.186,1502708008186,53,62,45,141,-1088,-51,148,2361,3
2017-08-14 12:53:28.209,1502708008209,74,58,42,112,-1078,-3,105,2411,4
2017-08-14 12:53:28.227,1502708008227,66,51,40,92,-1093,-54,105,2349,6
2017-08-14 12:53:28.246,1502708008246,54,59,40,148,-1053,-59,117,2355,5
2017-08-14 12:53:28.268,1502708008268,54,67,36,83,-1008,26,182,2349,7
2017-08-14 12:53:28.285,1502708008285,54,63,17,142,-1047,-50,77,2336,11
2017-08-14 12:53:28.302,1502708008302,44,58,36,159,-1078,-74,121,2444,10
2017-08-14 12:53:28.322,1502708008322,58,63,42,101,-1038,-20,79,2443,12
2017-08-14 12:53:28.341,1502708008341,42,55,46,168,-1029,36,93,2436,9
2017-08-14 12:53:28.406,1502708008406,52,50,28,136,-1051,-57,66,2379,14
2017-08-14 12:53:28.429,1502708008429,61,47,44,226,-1099,-35,125,2436,15
2017-08-14 12:53:28.447,1502708008447,63,53,49,150,-1103,-54,117,2409,17
2017-08-14 12:53:28.464,1502708008464,50,66,42,86,-1040,65,69,2472,19
2017-08-14 12:53:28.482,1502708008482,59,46,43,168,-1055,-39,121,2411,18
2017-08-14 12:53:28.529,1502708008529,52,57,42,115,-1072,5,124,2362,20
2017-08-14 12:53:28.549,1502708008549,62,47,40,170,-1062,-49,101,2436,21
2017-08-14 12:53:28.566,1502708008566,53,65,40,87,-1053,-31,125,2432,22
2017-08-14 12:53:29.251,1502708009251,54,63,45,141,-1090,-51,142,2341,3
2017-08-14 12:53:29.272,1502708009272,74,58,42,112,-1079,-1,110,2405,4
2017-08-14 12:53:29.292,1502708009292,66,50,39,92,-1096,-51,97,2349,6
2017-08-14 12:53:29.323,1502708009323,58,63,43,101,-1039,-22,74,2469,12
2017-08-14 12:53:29.341,1502708009341,45,58,35,159,-1086,-81,114,2463,10
2017-08-14 12:53:29.357,1502708009357,55,67,36,83,-1011,23,174,2388,7
2017-08-14 12:53:29.375,1502708009375,55,62,21,142,-1054,-57,78,2323,11
2017-08-14 12:53:29.393,1502708009393,40,55,46,168,-1031,37,93,2449,9
2017-08-14 12:53:29.470,1502708009470,51,50,30,136,-1051,-51,60,2366,14
2017-08-14 12:53:29.494,1502708009494,61,46,44,226,-1094,-38,126,2423,15
2017-08-14 12:53:29.512,1502708009512,59,45,43,168,-1059,-38,121,2411,18
2017-08-14 12:53:29.530,1502708009530,50,66,41,86,-1046,69,70,2485,19
2017-08-14 12:53:29.547,1502708009547,63,53,49,150,-1103,-54,127,2376,17
