node,position,radioEnergy,memsEnergy,lightEnergy,cpuEnergy
4,252,31958378598,0,7756614,1813282348
9,252,29501030094,24320814,11506106,3604837900
10,213,33118876710,23954766,11561442,345914653532
14,251,138294966242,0,6491574,293155422124
15,213,1123562858278,532913065,198378046,39328067064
16,213,1123558028042,532913125,198378466,39356276956
