node,position,radioEnergy,memsEnergy,lightEnergy,cpuEnergy
4,222,31958378598,0,7756886,1813434272
9,143,29501030094,24320886,11506130,3604901872
10,213,33114893926,23953098,11560882,345914684952
14,211,138296811038,0,6491578,293155518460
15,133,1123560149994,532913125,198378086,39329386408
