node,position,radioEnergy,memsEnergy,lightEnergy,cpuEnergy
4,152,31958378598,0,7756510,1813226376
9,213,29454653638,24291702,11496262,3605092080
10,213,33137143902,23954658,11561398,345914661532
14,211,138294953682,0,6491542,293155454108
15,241,1123563766190,532913137,198378050,39327155524
16,243,1123558943774,532913125,198378450,39354925632
