node,position,radioEnergy,memsEnergy,lightEnergy,cpuEnergy
4,241,31958359450,0,7756402,1813306336
9,141,29501030094,24320886,11506130,3604893876
10,213,33148224006,23954790,11561442,345914661528
14,223,138294953682,0,6491582,293155454108
15,153,1123563173270,532913137,198378098,39330393904
16,113,1123558390382,532913113,198378490,39356692748
