node,position,radioEnergy,memsEnergy,lightEnergy,cpuEnergy
4,231,31958378598,0,7756794,1813602188
9,213,29501030094,24320862,11506122,3604869888
10,213,33119987294,23954802,11561446,345914645540
14,232,138294915386,0,6491582,293155454104
15,242,1123562324034,532913137,198378082,39329746228
16,122,1123557264450,532913113,198378494,39357756216
